0, 20
1, 28
2, 34
3, 54
4, 42
5, 102
6, 53
7, 56
8, 56
9, 53
10, 60
11, 38
12, 34
13, 38
14, 49
15, 29
16, 57
17, 48
18, 45
19, 33
20, 39
21, 41
22, 28
23, 22
24, 30
25, 25
26, 33
27, 28
28, 32
29, 24
30, 36
31, 20
32, 31
33, 30
34, 24
35, 33
36, 34
37, 21
38, 36
39, 30
40, 56
41, 27
42, 34
43, 24
44, 29
45, 21
46, 17
47, 33
48, 14
49, 25
50, 19
51, 25
52, 11
53, 19
54, 19
55, 18
56, 18
57, 15
58, 19
59, 18
60, 17
61, 13
62, 13
63, 10
64, 13
65, 37
66, 12
67, 19
68, 10
69, 15
70, 13
71, 6
72, 12
73, 11
74, 8
75, 10
76, 12
77, 5
78, 9
79, 10
80, 7
81, 4
82, 8
83, 10
84, 8
85, 4
86, 17
87, 8
88, 13
89, 15
90, 8
91, 10
92, 10
93, 7
94, 8
95, 4
96, 5
97, 11
98, 9
99, 80
100, 7
101, 35
102, 21
103, 7
104, 3
105, 8
106, 5
107, 4
108, 4
109, 9
110, 7
111, 5
112, 5
113, 4
114, 5
115, 5
116, 3
117, 4
118, 7
119, 6
120, 5
121, 6
122, 2
123, 5
124, 3
125, 1
126, 4
127, 1
128, 3
129, 4
130, 5
131, 7
132, 5
133, 8
134, 7
135, 8
136, 7
137, 8
138, 2
139, 5
140, 5
141, 2
142, 1
143, 3
144, 5
145, 1
147, 4
148, 8
149, 5
150, 2
151, 3
152, 5
153, 4
154, 3
155, 3
156, 2
157, 2
158, 2
159, 7
160, 2
161, 2
163, 3
164, 1
165, 5
166, 4
167, 2
168, 2
169, 2
170, 2
171, 5
172, 2
173, 1
174, 1
175, 1
177, 2
178, 1
179, 2
180, 1
181, 3
182, 3
183, 2
184, 3
185, 2
187, 4
188, 1
189, 3
190, 2
191, 1
193, 1
194, 3
195, 1
196, 2
197, 2
198, 2
199, 1
201, 1
202, 1
203, 1
205, 1
208, 2
210, 1
213, 2
214, 2
215, 1
216, 3
218, 2
219, 1
220, 1
226, 1
227, 1
228, 1
229, 1
233, 3
234, 1
235, 1
236, 2
237, 2
238, 2
240, 1
243, 1
244, 3
245, 2
246, 2
247, 1
250, 1
251, 1
252, 1
253, 3
254, 3
256, 3
257, 1
258, 1
259, 2
261, 2
262, 1
263, 1
264, 1
265, 1
267, 2
268, 1
270, 1
272, 2
273, 4
276, 1
279, 1
280, 3
281, 1
288, 2
289, 1
290, 1
291, 2
295, 2
299, 1
300, 1
301, 1
302, 1
303, 2
307, 1
309, 1
311, 1
313, 2
315, 2
316, 1
317, 1
318, 2
320, 1
321, 1
322, 1
323, 2
327, 1
328, 2
331, 1
336, 1
338, 1
340, 1
342, 3
343, 3
351, 1
352, 1
353, 1
355, 1
356, 1
358, 1
360, 1
362, 1
364, 2
365, 1
374, 1
377, 1
380, 1
383, 1
384, 1
385, 1
386, 1
388, 2
393, 1
402, 1
405, 1
406, 1
411, 1
412, 1
413, 1
420, 1
428, 2
430, 1
435, 1
438, 1
440, 1
441, 1
443, 2
445, 2
447, 1
448, 1
449, 1
454, 1
461, 1
463, 1
469, 1
470, 1
471, 1
475, 1
479, 1
485, 1
501, 1
503, 1
510, 1
511, 1
512, 1
513, 2
516, 1
526, 1
539, 1
540, 1
549, 1
552, 1
558, 1
562, 1
569, 1
572, 1
590, 1
593, 1
604, 1
612, 1
617, 1
643, 1
650, 1
666, 1
678, 1
691, 1
692, 1
699, 1
701, 1
719, 1
728, 1
752, 1
772, 1
801, 1
812, 1
819, 1
862, 1
870, 1
877, 1
886, 1
912, 2
916, 1
951, 1
955, 1
981, 1
991, 1
1008, 1
1089, 1
1122, 1
1136, 1
1198, 1
1250, 1
1251, 1
1268, 1
1269, 1
1298, 1
1301, 1
1378, 1
1418, 1
1510, 1
1685, 1
1698, 1
2023, 1
2036, 2
2407, 1
4175, 1
avg, 39.378
