1, 3219
2, 10182
3, 8460
4, 4834
5, 4202
6, 3371
7, 2258
8, 2402
9, 1688
10, 1324
11, 996
12, 860
13, 759
14, 673
15, 486
16, 441
17, 393
18, 329
19, 367
20, 251
21, 220
22, 171
23, 158
24, 172
25, 184
26, 153
27, 138
28, 107
29, 120
30, 115
31, 88
32, 90
33, 82
34, 84
35, 78
36, 64
37, 60
38, 49
39, 72
40, 47
41, 31
42, 39
43, 33
44, 31
45, 22
46, 23
47, 131
48, 26
49, 22
50, 18
51, 16
52, 9
53, 17
54, 17
55, 18
56, 10
57, 7
58, 15
59, 17
60, 14
61, 8
62, 10
63, 10
64, 4
65, 2
66, 5
67, 6
68, 7
69, 8
70, 8
71, 1
72, 3
73, 6
74, 2
75, 3
76, 1
77, 6
78, 4
79, 2
80, 4
81, 7
82, 2
83, 7
84, 4
85, 2
86, 2
87, 2
88, 4
89, 3
91, 2
92, 3
93, 5
94, 6
96, 1
98, 1
100, 1
101, 2
102, 1
104, 1
105, 2
106, 1
107, 1
109, 1
110, 1
111, 2
112, 1
113, 1
115, 1
117, 1
120, 1
123, 2
125, 1
126, 1
127, 1
129, 1
130, 1
133, 1
134, 1
135, 1
139, 1
140, 2
141, 1
144, 1
150, 1
151, 1
156, 1
162, 1
168, 1
171, 1
173, 2
175, 1
178, 1
179, 1
180, 1
186, 1
190, 1
203, 1
206, 1
207, 1
213, 1
219, 1
220, 1
257, 1
262, 2
263, 2
275, 1
286, 1
316, 1
355, 1
385, 1
402, 1
545, 1
587, 1
693, 1
737, 1
977, 1
2188, 1
avg, 0.395016
