0, 20
1, 4
2, 30
3, 20
4, 73
5, 73
6, 60
7, 46
8, 43
9, 63
10, 46
11, 40
12, 59
13, 45
14, 37
15, 36
16, 35
17, 42
18, 31
19, 25
20, 32
21, 28
22, 30
23, 23
24, 27
25, 31
26, 27
27, 36
28, 20
29, 22
30, 33
31, 30
32, 24
33, 20
34, 20
35, 21
36, 28
37, 29
38, 31
39, 31
40, 29
41, 32
42, 18
43, 22
44, 19
45, 34
46, 21
47, 35
48, 20
49, 47
50, 18
51, 31
52, 36
53, 16
54, 14
55, 19
56, 23
57, 23
58, 22
59, 21
60, 21
61, 25
62, 24
63, 17
64, 13
65, 12
66, 22
67, 21
68, 15
69, 13
70, 15
71, 25
72, 9
73, 17
74, 15
75, 9
76, 14
77, 10
78, 14
79, 17
80, 9
81, 14
82, 15
83, 9
84, 17
85, 9
86, 17
87, 6
88, 41
89, 21
90, 5
91, 7
92, 14
93, 16
94, 13
95, 11
96, 11
97, 11
98, 6
99, 9
100, 17
101, 10
102, 6
103, 6
104, 10
105, 10
106, 14
107, 12
108, 6
109, 9
110, 8
111, 7
112, 11
113, 6
114, 2
115, 11
116, 10
117, 12
118, 8
119, 7
120, 6
121, 7
122, 6
123, 5
124, 3
125, 8
126, 5
127, 8
128, 5
129, 6
130, 7
131, 3
132, 2
133, 4
134, 13
135, 57
136, 22
137, 27
138, 20
139, 7
140, 12
141, 8
142, 4
143, 8
144, 6
145, 7
146, 10
147, 6
148, 3
149, 8
150, 2
151, 3
152, 5
153, 3
154, 12
155, 9
156, 6
157, 6
159, 6
160, 2
161, 5
162, 6
163, 4
164, 7
165, 7
166, 6
167, 2
168, 2
169, 7
170, 2
171, 3
172, 3
173, 3
174, 3
175, 4
176, 2
177, 4
178, 5
179, 6
180, 2
181, 3
182, 4
183, 3
184, 7
185, 3
186, 2
187, 2
188, 7
189, 3
190, 5
191, 5
192, 4
193, 3
194, 2
195, 4
196, 3
197, 3
199, 1
200, 3
201, 5
202, 2
203, 7
204, 3
205, 4
206, 4
207, 2
208, 3
209, 3
210, 1
211, 1
212, 1
213, 1
214, 2
215, 3
216, 2
217, 2
218, 2
219, 4
220, 1
221, 3
222, 2
223, 2
224, 3
225, 1
226, 4
227, 1
228, 3
229, 1
230, 1
233, 4
234, 2
235, 4
236, 3
238, 1
239, 2
240, 5
241, 2
242, 1
243, 3
245, 4
246, 1
248, 2
250, 4
251, 3
252, 1
254, 2
256, 1
257, 1
258, 1
259, 2
260, 1
261, 4
264, 2
265, 2
267, 1
270, 2
271, 1
272, 2
273, 1
275, 2
278, 3
279, 2
280, 2
281, 1
283, 1
284, 2
285, 3
288, 4
289, 1
290, 1
291, 2
296, 2
297, 1
299, 3
302, 1
304, 1
305, 3
308, 2
309, 2
316, 2
317, 1
319, 1
320, 1
321, 1
324, 1
325, 1
326, 2
328, 3
332, 2
333, 2
335, 1
336, 1
340, 1
343, 2
344, 3
345, 1
346, 2
347, 2
349, 2
351, 2
352, 3
353, 1
354, 1
360, 2
362, 3
363, 1
366, 1
370, 2
371, 1
372, 1
376, 1
377, 1
378, 1
379, 1
383, 1
384, 1
385, 1
387, 1
389, 1
395, 2
396, 2
397, 1
399, 1
402, 1
403, 2
406, 1
407, 1
410, 1
411, 1
414, 2
417, 1
418, 1
419, 1
420, 1
421, 1
422, 2
423, 1
430, 1
432, 1
436, 1
439, 1
444, 1
445, 1
446, 1
448, 1
451, 2
454, 1
457, 2
458, 1
459, 1
463, 1
469, 1
474, 2
475, 2
476, 1
478, 1
479, 1
485, 1
488, 2
490, 1
494, 1
498, 1
499, 1
500, 1
501, 1
503, 1
506, 1
507, 1
508, 1
511, 1
512, 1
514, 1
515, 2
516, 1
518, 1
522, 1
523, 2
537, 1
540, 1
551, 1
553, 1
557, 1
558, 1
560, 1
566, 1
574, 1
575, 1
577, 1
581, 2
583, 3
584, 1
586, 2
588, 1
593, 1
595, 1
607, 1
608, 1
609, 1
621, 1
623, 1
625, 1
627, 1
631, 1
648, 1
649, 1
652, 1
656, 1
667, 2
671, 1
675, 1
676, 1
678, 1
683, 1
684, 1
686, 1
689, 1
691, 1
697, 1
699, 2
702, 2
704, 1
705, 1
710, 1
714, 1
731, 1
733, 1
751, 1
753, 1
755, 1
759, 2
765, 1
800, 1
801, 1
823, 1
829, 1
832, 1
849, 1
867, 1
868, 1
885, 1
889, 1
929, 1
932, 1
939, 1
945, 1
969, 1
980, 1
995, 1
1021, 1
1028, 1
1029, 1
1044, 1
1047, 1
1113, 1
1154, 1
1155, 1
1163, 1
1214, 1
1216, 1
1236, 1
1261, 1
1289, 1
1296, 1
1312, 1
1334, 1
1337, 1
1356, 1
1364, 1
1366, 1
1382, 1
1425, 1
1441, 1
1455, 1
1481, 1
1564, 1
1607, 1
1690, 1
1727, 1
1742, 1
1771, 1
1820, 1
1830, 1
1831, 1
1890, 1
2018, 1
2082, 1
2464, 1
2619, 1
2706, 1
2841, 1
6746, 1
avg, 56.5146
